objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
900002001	0	object/static/structure/general/landing_pad_shuttle.iff	0	960.0	6.0	1024.0	0.92388	0	0.38268	0		$|
900002002	0	object/static/structure/general/streetlamp_medium_style_02.iff	0	920.0	6.0	1004.0	1	0	0	0		$|
900002003	0	object/static/structure/general/streetlamp_medium_style_02.iff	0	998.0	6.0	1082.0	0.70711	0	0.7071	0		$|
900002004	0	object/static/structure/general/prp_engine.iff	0	940.0	6.0	1048.0	0.86603	0	0.5	0		$|
900002005	0	object/static/structure/general/tankfarm_s01.iff	0	1048.0	6.0	1156.0	0.64279	0	0.76604	0		$|
900002006	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	980.0	8.5	1178.0	0.57358	0	0.81915	0		$|
900002007	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	912.0	8.8	1086.0	0.25882	0	0.96593	0		$|
900002008	0	object/static/structure/general/campfire_fresh.iff	0	1024.0	6.1	984.0	1	0	0	0		$|
900002009	0	object/static/structure/general/camp_lawn_chair_s01.iff	0	1020.8	6.1	980.7	0.86603	0	-0.5	0		$|
900002010	0	object/tangible/ground_spawning/area_spawner.iff	0	1012.0	6.0	1118.0	0.93969	0	0.34202	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|160.000000|fltMinSpawnTime|2|60.000000|fltRadius|2|10.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|4|intSpawnSystem|0|1|registerWithController|0|1|strName|4|taanab_plaza_farmhands|strSpawnerType|4|area|strSpawns|4|taanab/farmer_watch|$|
900002011	0	object/static/structure/general/poi_temple_ancient_ruined.iff	0	1284.0	14.0	1342.0	0.92388	0	0.38268	0		$|
900002012	0	object/tangible/ground_spawning/area_spawner.iff	0	1296.0	13.5	1310.0	0.70711	0	0.7071	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|240.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|12.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strName|4|taanab_ruin_watch|strSpawnerType|4|area|strSpawns|4|taanab/ruin_cultists|$|
900002013	0	object/static/flora/flora_tree_rori_windswept_s00.iff	0	1236.0	13.0	1288.0	0.64279	0	0.76604	0		$|
900002014	0	object/static/flora/flora_tree_rori_windswept_s00.iff	0	1328.0	12.0	1260.0	0.25882	0	0.96593	0		$|
900002015	0	object/static/structure/general/rock_forestriverrock_lg.iff	0	1358.0	11.5	1384.0	0.99619	0	0.08716	0		$|
900002016	0	object/static/structure/general/campfire_fresh.iff	0	1332.0	11.8	1294.0	1	0	0	0		$|
900001001	0	object/building/general/cave_02_damprock.iff	0	1320.0	20.0	1400.0	0.99619	0	0.08716	0		$|
900001010	900001001	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
900001011	900001001	object/cell/cell.iff	2	0	0	0	1	0	0	0		$|
900001012	900001011	object/tangible/poi/spawnegg/interior_spawnegg.iff	2	55.91520691	-68.47590637	-39.28940201	1	0	0	0		intRandomYaw|0|1|$|
900001013	900001001	object/cell/cell.iff	3	0	0	0	1	0	0	0		$|
900001014	900001001	object/cell/cell.iff	4	0	0	0	1	0	0	0		$|
900001015	900001001	object/cell/cell.iff	5	0	0	0	1	0	0	0		$|
900001016	900001001	object/cell/cell.iff	6	0	0	0	1	0	0	0		$|
900001017	900001016	object/tangible/poi/spawnegg/interior_spawnegg.iff	6	62.82084656	-66.50696564	-134.1946716	1	0	0	0		intRandomYaw|0|1|$|
900001018	900001001	object/cell/cell.iff	7	0	0	0	1	0	0	0		$|
900001019	900001001	object/cell/cell.iff	8	0	0	0	1	0	0	0		$|
900001020	900001019	object/tangible/poi/spawnegg/interior_spawnegg.iff	8	112.707634	-66.33864594	-107.2757568	1	0	0	0		intRandomYaw|0|1|$|
900001021	900001019	object/tangible/poi/spawnegg/interior_spawnegg.iff	8	131.6912537	-66.54064941	-94.54445648	1	0	0	0		intRandomYaw|0|1|$|
900001022	900001019	object/tangible/poi/spawnegg/interior_spawnegg.iff	8	151.820282	-66.56446075	-111.7184143	1	0	0	0		intRandomYaw|0|1|$|
900001023	900001001	object/cell/cell.iff	9	0	0	0	1	0	0	0		$|
900001024	900001023	object/tangible/poi/spawnegg/interior_spawnegg.iff	9	188.7104797	-65.94814301	-98.89992523	1	0	0	0		intRandomYaw|0|1|$|
900001025	900001023	object/tangible/poi/spawnegg/interior_spawnegg.iff	9	192.9647827	-66.91439819	-106.5640488	1	0	0	0		intRandomYaw|0|1|$|
900001026	900001001	object/cell/cell.iff	10	0	0	0	1	0	0	0		$|
900001027	900001001	object/cell/cell.iff	11	0	0	0	1	0	0	0		$|
900001028	900001027	object/tangible/collection/rare_rifle_lithitanium_rifle.iff	11	77.8989	-46.1541	-137.663	0.50906	-0.236355	0.483523	0.671713		$|
900001029	900001027	object/tangible/npc/dantooine_spawn/drakka_judarrl.iff	11	74.2	-46.2	-141.6	-0.76604	0	0.64279	0		$|
900001030	0	object/static/structure/general/cave_wall_damprock_style_01.iff	0	1302.0	16.0	1412.0	0.81915	0	0.57358	0		$|
900001031	0	object/static/structure/general/rock_forestriverrock_lg.iff	0	1344.0	15.5	1424.0	0.57358	0	0.81915	0		$|
900001100	0	object/building/general/cave_08_flatland_s03_damprock.iff	0	760.0	12.0	420.0	1	0	0	0		$|
900001110	900001100	object/cell/cell.iff	1	0	0	0	1	0	0	0		$|
900001111	900001110	object/tangible/ground_spawning/area_spawner.iff	1	12.0	-12.5	-18.0	0.86603	0	0.5	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|200.000000|fltMinSpawnTime|2|80.000000|fltRadius|2|6.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|4|intSpawnSystem|0|1|registerWithController|0|1|strName|4|taanab_deep_cultists|strSpawnerType|4|area|strSpawns|4|taanab/ruin_cultists|$|
900001112	900001110	object/static/structure/general/cave_stalagmite_damprock_s02_large.iff	1	-6.4	-14.8	-12.2	1	0	0	0		$|
900001113	900001110	object/static/structure/general/cave_stalactite_tato_s01_large.iff	1	3.2	-10.4	-16.6	1	0	0	0		$|
900001114	900001110	object/static/structure/general/rock_forestriverrock_lg.iff	1	-3.8	-16.2	-9.5	0.96593	0	0.25882	0		$|
900001115	0	object/static/structure/general/cave_wall_damprock_style_01.iff	0	744.0	11.2	436.0	0.70711	0	0.7071	0		$|
900001116	0	object/static/structure/general/rock_forestriverrock_lg.iff	0	782.0	11.5	456.0	0.25882	0	0.96593	0		$|
900001117	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	804.0	12.2	392.0	0.81915	0	0.57358	0		$|
