objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
i	i	h	i	f	f	f	f	f	f	f	s	p
900000201	0	object/static/naboo/waterfall_200m.iff	0	-1830.0	38.0	-522.0	0.96593	0	0.25882	0		$|
900000202	0	object/static/naboo/waterfall_mist_lg.iff	0	-1812.0	-12.0	-498.0	1	0	0	0		$|
900000203	0	object/static/structure/general/cave_wall_damprock_style_01.iff	0	-1776.0	18.0	-468.0	0.81915	0	0.57358	0		$|
900000204	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	-1744.0	14.5	-596.0	0.57358	0	-0.81915	0		$|
900000205	0	object/static/flora/flora_tree_rori_mkpodtree.iff	0	-1706.0	16.0	-532.0	0.38268	0	0.92388	0		$|
900000206	0	object/static/structure/general/tato_cave_stalagmite_large.iff	0	-1680.0	15.4	-468.0	0.96593	0	-0.25882	0		$|
900000207	0	object/tangible/ground_spawning/area_spawner.iff	0	-1724.0	14.2	-540.0	0.70711	0	0.7071	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|210.000000|fltMinSpawnTime|2|80.000000|fltRadius|2|14.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|4|intSpawnSystem|0|1|registerWithController|0|1|strName|4|taanab_watershed_scavengers|strSpawnerType|4|area|strSpawns|4|taanab/wild_nuna|$|
900000208	0	object/tangible/ground_spawning/area_spawner.iff	0	-1658.0	15.0	-468.0	0.93969	0	-0.34202	0	systems.spawning.spawner_area	fltMaxSpawnTime|2|260.000000|fltMinSpawnTime|2|120.000000|fltRadius|2|18.000000|intDefaultBehavior|0|2|intGoodLocationSpawner|0|0|intSpawnCount|0|5|intSpawnSystem|0|1|registerWithController|0|1|strName|4|taanab_ridge_grazer|strSpawnerType|4|area|strSpawns|4|taanab/wild_bol|$|
900000209	0	object/static/flora/flora_tree_rori_windswept_s00.iff	0	-1602.0	14.0	-502.0	0.25882	0	0.96593	0		$|
900000210	0	object/static/flora/flora_tree_rori_windswept_s00.iff	0	-1576.0	14.8	-452.0	0.13053	0	0.99144	0		$|
900000211	0	object/static/structure/general/campfire_fresh.iff	0	-1688.0	14.5	-504.0	1	0	0	0		$|
900000212	0	object/static/structure/general/camp_lawn_chair_s01.iff	0	-1684.5	14.4	-500.8	0.96593	0	-0.25882	0		$|
900000213	0	object/static/structure/general/camp_lawn_chair_s01.iff	0	-1687.2	14.4	-508.6	0.57358	0	0.81915	0		$|
